,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17
abits:3/wbits:2,0.5727804899215698,0.571510910987854,0.5709353685379028,0.5748257637023926,0.5719791650772095,0.5775256156921387,0.5717892050743103,1.144457221031189,1.1401898860931396,1.1491299867630005,1.1408233642578125,1.149574637413025,1.1419159173965454,2.2965543270111084,2.293971538543701,2.296125888824463,2.2841224670410156,2.235452175140381
abits:3/wbits:3,0.5726185441017151,0.5714207291603088,0.5708703994750977,0.5745367407798767,0.5719799995422363,0.5774271488189697,0.5721193552017212,1.1440625190734863,1.1401008367538452,1.149160623550415,1.1411558389663696,1.1501166820526123,1.141766905784607,2.2973666191101074,2.293830156326294,2.2948265075683594,2.2847533226013184,2.2344658374786377
abits:3/wbits:4,0.5719338655471802,0.5713516473770142,0.570701003074646,0.5747362375259399,0.571870744228363,0.5777024030685425,0.5724982023239136,1.1445870399475098,1.1396353244781494,1.1491925716400146,1.1407109498977661,1.1499700546264648,1.1420425176620483,2.296833038330078,2.294398784637451,2.2947635650634766,2.2854580879211426,2.235504627227783
abits:3/wbits:5,0.5697869062423706,0.5714713335037231,0.5711928606033325,0.5750791430473328,0.571013331413269,0.5773510336875916,0.5717214345932007,1.1395275592803955,1.141295075416565,1.1487313508987427,1.1411356925964355,1.150033950805664,1.1432090997695923,2.2960524559020996,2.292705535888672,2.2941834926605225,2.285311460494995,2.2091903686523438
abits:3/wbits:6,0.5210711359977722,0.5715709924697876,0.5716264247894287,0.5762807130813599,0.5704846382141113,0.5776574015617371,0.5714260339736938,1.1431286334991455,1.1424486637115479,1.1450797319412231,1.1428720951080322,1.1479002237319946,1.1425182819366455,2.284970283508301,2.2861812114715576,2.2944631576538086,2.2799243927001953,2.2338316440582275
abits:3/wbits:7,0.5714499950408936,0.5720279216766357,0.5743024945259094,0.5728422999382019,0.5716562867164612,0.5767208337783813,0.5771083235740662,1.1475207805633545,1.1440993547439575,1.1496951580047607,1.1499464511871338,1.148659110069275,1.1463143825531006,2.29057240486145,2.2941293716430664,2.2973859310150146,2.2787435054779053,0.6933131217956543
abits:4/wbits:0,0.5720580816268921,0.5716841220855713,0.5713255405426025,0.5759552717208862,0.570637047290802,0.5765827298164368,0.5705789923667908,1.1501257419586182,1.1407573223114014,1.1492996215820312,1.1424740552902222,1.1498496532440186,1.1435352563858032,2.2987148761749268,2.294346332550049,2.299391984939575,2.213404417037964,1.8022243976593018
abits:4/wbits:1,0.5723922252655029,0.5714896321296692,0.5710194110870361,0.5755412578582764,0.570899486541748,0.5764445662498474,0.570652961730957,1.1498150825500488,1.140740156173706,1.149287223815918,1.1424360275268555,1.1495813131332397,1.1440067291259766,2.2996714115142822,2.2943735122680664,2.2982804775238037,2.2129220962524414,1.8010411262512207
abits:4/wbits:2,0.5709768533706665,0.5716779232025146,0.5711220502853394,0.575598955154419,0.5705450177192688,0.5760992169380188,0.5703217387199402,1.1499369144439697,1.1410353183746338,1.1501305103302002,1.1423611640930176,1.1500812768936157,1.1434376239776611,2.298759937286377,2.29433274269104,2.3019399642944336,2.2109603881835938,1.8031816482543945
abits:4/wbits:3,0.5706772804260254,0.5712063312530518,0.571349024772644,0.5755099058151245,0.5705314874649048,0.576210081577301,0.5700011253356934,1.1509103775024414,1.14089035987854,1.1499204635620117,1.14216947555542,1.1501035690307617,1.1436362266540527,2.298699378967285,2.2935829162597656,2.2995331287384033,2.2121877670288086,1.7999205589294434
abits:4/wbits:4,0.5722314119338989,0.57148277759552,0.5709493160247803,0.5757651329040527,0.5703059434890747,0.576295018196106,0.570626974105835,1.1501619815826416,1.1407077312469482,1.1494101285934448,1.1426801681518555,1.1505028009414673,1.14352285861969,2.2974395751953125,2.29429292678833,2.301166534423828,2.2111682891845703,1.8234658241271973
abits:4/wbits:5,0.5683519840240479,0.5716155767440796,0.5710705518722534,0.5756102204322815,0.5699523687362671,0.5762394666671753,0.5718660950660706,1.1465939283370972,1.1406400203704834,1.1489863395690918,1.1427221298217773,1.1497464179992676,1.1438610553741455,2.2970962524414062,2.2945504188537598,2.298398971557617,2.2116281986236572,1.6181179285049438
abits:4/wbits:6,0.5197411179542542,0.5710998177528381,0.5709837675094604,0.5761986374855042,0.5696009397506714,0.5758116245269775,0.5713573694229126,1.1395831108093262,1.1411957740783691,1.1467921733856201,1.1433734893798828,1.1491279602050781,1.143474817276001,2.2896575927734375,2.2906954288482666,2.2972261905670166,2.23380446434021,1.9485156536102295
abits:4/wbits:7,0.5712969303131104,0.5730140209197998,0.5754932761192322,0.573972225189209,0.5714149475097656,0.5761545300483704,0.5778693556785583,1.156435489654541,1.146897315979004,1.1508755683898926,1.149946689605713,1.1484938859939575,1.148032784461975,2.284855365753174,2.2906134128570557,2.3037376403808594,2.091557025909424,0.35679489374160767
abits:5/wbits:0,0.5738199353218079,0.5735645890235901,0.5738827586174011,0.5673679113388062,0.5720736980438232,0.5465474724769592,0.5725609064102173,1.151937484741211,1.1483267545700073,1.1493592262268066,1.1473095417022705,1.1484251022338867,1.1484472751617432,2.295177459716797,2.2948665618896484,2.170790195465088,1.7142374515533447,0.8084567189216614
abits:5/wbits:1,0.5705252289772034,0.574474573135376,0.5737374424934387,0.5671917200088501,0.5718963146209717,0.5433576107025146,0.5719791650772095,1.152060866355896,1.1482298374176025,1.1491130590438843,1.1477713584899902,1.1492177248001099,1.1489496231079102,2.2929582595825195,2.2953402996063232,2.16839599609375,1.7174829244613647,0.806077778339386
abits:5/wbits:2,0.5851956009864807,0.5737988352775574,0.5729385614395142,0.5673404335975647,0.5720549821853638,0.5423246622085571,0.5734193325042725,1.1526198387145996,1.1483700275421143,1.1495180130004883,1.147020936012268,1.1484718322753906,1.149057388305664,2.294872760772705,2.2943129539489746,2.169624090194702,1.7130300998687744,0.8093596696853638
abits:5/wbits:3,0.5767061114311218,0.5732351541519165,0.573093831539154,0.5682663321495056,0.5719881653785706,0.5427381992340088,0.5731657147407532,1.1520133018493652,1.1483505964279175,1.1495654582977295,1.1473183631896973,1.1483535766601562,1.1489245891571045,2.2946557998657227,2.2946362495422363,2.1701083183288574,1.7120496034622192,0.8046168684959412
abits:5/wbits:4,0.5779367685317993,0.5738193392753601,0.5737755298614502,0.5679333209991455,0.5721004009246826,0.5444244146347046,0.5728862881660461,1.1519392728805542,1.1475776433944702,1.1490546464920044,1.1472617387771606,1.148771047592163,1.1491072177886963,2.295138359069824,2.2940874099731445,2.1714627742767334,1.7149306535720825,0.8401429653167725
abits:5/wbits:5,0.5667980313301086,0.5739350318908691,0.5731004476547241,0.5668033361434937,0.5734453201293945,0.542604923248291,0.5714235305786133,1.1502550840377808,1.1466705799102783,1.1494545936584473,1.1463593244552612,1.148622989654541,1.148634672164917,2.294577121734619,2.2954955101013184,2.1730334758758545,1.715543508529663,0.6354473233222961
abits:5/wbits:6,0.5321881175041199,0.5737276673316956,0.5713139772415161,0.563398003578186,0.5744355916976929,0.538927435874939,0.5708816051483154,1.1471102237701416,1.1447594165802002,1.1489334106445312,1.144353985786438,1.149070143699646,1.1459617614746094,2.297140121459961,2.29327130317688,2.175173282623291,1.7977656126022339,1.0552074909210205
abits:5/wbits:7,0.5766868591308594,0.5737050771713257,0.5745183229446411,0.5699931979179382,0.5710470676422119,0.5449453592300415,0.5733323097229004,1.090306043624878,1.1495321989059448,1.1483168601989746,1.1506788730621338,1.1487553119659424,1.146332025527954,2.32210636138916,2.297358989715576,2.162367820739746,1.2960762977600098,0.10554524511098862
abits:6/wbits:0,0.26996272802352905,0.2499852478504181,0.4306201636791229,0.33326947689056396,0.5090168118476868,0.20249435305595398,0.46920323371887207,0.19063107669353485,1.1068787574768066,1.0699880123138428,1.040290117263794,1.0290231704711914,0.8842052221298218,2.072324752807617,2.191725254058838,1.241187334060669,0.6185194253921509,0.16657964885234833
abits:6/wbits:1,0.2694168984889984,0.25407272577285767,0.43095648288726807,0.3346158564090729,0.5107063055038452,0.196867436170578,0.474008709192276,0.18990060687065125,1.1098542213439941,1.0693451166152954,1.037660837173462,1.024686574935913,0.8828768730163574,2.072709560394287,2.1944923400878906,1.238135814666748,0.6208564639091492,0.16630452871322632
abits:6/wbits:2,0.26256901025772095,0.2465786337852478,0.44587305188179016,0.3368305563926697,0.5118128061294556,0.1956394612789154,0.46440353989601135,0.18868333101272583,1.108051061630249,1.0687966346740723,1.0409647226333618,1.0264928340911865,0.8839622735977173,2.0755767822265625,2.191575527191162,1.2306326627731323,0.61761075258255,0.16699457168579102
abits:6/wbits:3,0.26579684019088745,0.25071901082992554,0.4426347017288208,0.3438917398452759,0.5120764374732971,0.1980968713760376,0.4648475646972656,0.18644529581069946,1.108303427696228,1.0709630250930786,1.040428638458252,1.0284061431884766,0.8878903388977051,2.0751631259918213,2.1919140815734863,1.238640308380127,0.6173735857009888,0.16550180315971375
abits:6/wbits:4,0.2689776122570038,0.24302810430526733,0.4322474002838135,0.33756476640701294,0.5073068141937256,0.20096555352210999,0.47117912769317627,0.18819332122802734,1.1084799766540527,1.069365382194519,1.0393215417861938,1.0305800437927246,0.8847419619560242,2.0755362510681152,2.1910476684570312,1.2385221719741821,0.6183691024780273,0.17597225308418274
abits:6/wbits:5,0.24784615635871887,0.2497449815273285,0.44541293382644653,0.33192336559295654,0.5062435865402222,0.19690465927124023,0.4862772822380066,0.2204294502735138,1.1144930124282837,1.0737813711166382,1.0462521314620972,1.0327727794647217,0.8894842863082886,2.0787267684936523,2.2014498710632324,1.2664552927017212,0.6199183464050293,0.12130048871040344
abits:6/wbits:6,0.1658632755279541,0.2673710584640503,0.4637460708618164,0.31338053941726685,0.49534347653388977,0.19043204188346863,0.5099466443061829,0.27860599756240845,1.1196744441986084,1.0917844772338867,1.07157564163208,1.049997091293335,0.9201366305351257,2.0983173847198486,2.235570192337036,1.2837644815444946,0.6925475597381592,0.2417142242193222
abits:6/wbits:7,0.3061891198158264,0.22766241431236267,0.3499126732349396,0.3603913187980652,0.5180427432060242,0.20180155336856842,0.33613839745521545,0.06380990147590637,1.0596991777420044,0.982174813747406,0.9351656436920166,0.9846823811531067,0.7900112867355347,1.8441128730773926,2.098886013031006,1.187753438949585,0.36473846435546875,0.01774556189775467
abits:7/wbits:0,0.004502926953136921,0.0065445732325315475,0.017112834379076958,0.006970047950744629,0.04006079211831093,0.0020616736728698015,0.026363201439380646,0.0020997864194214344,0.01314183697104454,0.0878218561410904,0.03177138790488243,0.08950042724609375,0.015382971614599228,0.07191181182861328,1.3769408464431763,0.3554913103580475,0.10737943649291992,0.012937681749463081
abits:7/wbits:1,0.0046904259361326694,0.006476010661572218,0.01708158478140831,0.00701505783945322,0.04021094739437103,0.0019758939743041992,0.027157818898558617,0.001969848293811083,0.012853145599365234,0.08750966191291809,0.03175646811723709,0.08646395802497864,0.015187127515673637,0.0726453959941864,1.3792897462844849,0.355423241853714,0.1078147292137146,0.012875761836767197
abits:7/wbits:2,0.004563995636999607,0.006313954014331102,0.01857035607099533,0.007050258107483387,0.04015541076660156,0.0019829783122986555,0.025593075901269913,0.0020136493258178234,0.013006312772631645,0.0874253660440445,0.030767781659960747,0.08780980110168457,0.0145895816385746,0.07275949418544769,1.3747258186340332,0.3492164611816406,0.10733162611722946,0.013014384545385838
abits:7/wbits:3,0.00430696364492178,0.006267615593969822,0.01797146536409855,0.007100565358996391,0.040749602019786835,0.0020245995838195086,0.025588102638721466,0.001964364666491747,0.013189349323511124,0.08844215422868729,0.03150255233049393,0.08839260041713715,0.016138212755322456,0.07321494072675705,1.382338285446167,0.35471099615097046,0.10713216662406921,0.012870175763964653
abits:7/wbits:4,0.004390358924865723,0.0062018465250730515,0.01737167127430439,0.007108347490429878,0.03804709017276764,0.0020442348904907703,0.02678605355322361,0.0021002632565796375,0.013020106591284275,0.08901548385620117,0.03137704357504845,0.08859133720397949,0.015628542751073837,0.07369089126586914,1.3728529214859009,0.3541981875896454,0.10745422542095184,0.014206546358764172
abits:7/wbits:5,0.004094311501830816,0.0064752958714962006,0.01897212490439415,0.006828171666711569,0.03863193094730377,0.001987082650884986,0.030131475999951363,0.002481119940057397,0.01423788070678711,0.09159155935049057,0.034143008291721344,0.09199748933315277,0.0157438013702631,0.07953998446464539,1.4211421012878418,0.3684028089046478,0.10700178146362305,0.008654799312353134
abits:7/wbits:6,0.0025713613722473383,0.007070949766784906,0.021292073652148247,0.005978413857519627,0.035354308784008026,0.0018714156467467546,0.0361521914601326,0.0034474986605346203,0.015605723485350609,0.11490215361118317,0.044359516352415085,0.1078411191701889,0.02008860558271408,0.10526058077812195,1.570573329925537,0.3773535490036011,0.12314027547836304,0.022399697452783585
abits:7/wbits:7,0.005253571085631847,0.005202293395996094,0.010833075270056725,0.00811747182160616,0.04345931112766266,0.00211639073677361,0.012533359229564667,0.0005195140838623047,0.010120050981640816,0.05116336792707443,0.018030505627393723,0.06581595540046692,0.010111944749951363,0.038377828896045685,0.9885132312774658,0.32668018341064453,0.05238968878984451,0.0010824203491210938
